,Name,Category,Bio,Aliases,Flights,Documents,Connections,In Black Book,Nationality
922,JOHN M. LEVENTHAL,associate,Co-counsel with Arthur L. Aidala,[],0,1,0,False,
923,"Kenneth A. Polite, Jr.",associate,"Assistant Attorney General, Criminal Division, U.S. Department of Justice",[],0,0,0,False,
924,Natalie Bennett,associate,Author,[],0,0,0,False,
925,Larry Laudan,associate,Philosopher of science referenced,[],0,0,0,False,
926,Ramona Alaggia,associate,Author and researcher on CSA disclosures,[],0,0,0,False,
927,Delphine Collin-Vézina,associate,Co-author and researcher on CSA disclosures,[],0,0,0,False,
928,Rusan Lateef,associate,Co-author and researcher on CSA disclosures,[],0,0,0,False,
929,Norman K. Moon,associate,Judge,[],0,0,0,False,
930,Dottie Wilson,associate,Recipient of a package sent by Epstein,[],0,0,0,False,
931,E. Simmonds,associate,Sender of a package to K. Vauchan Edwards,[],0,0,0,False,
932,Dr. Rocchio,associate,Prosecution expert witness whose opinions are being challenged,[],0,2,0,False,
933,Alan Stopeck,associate,Landscape designer,[],0,0,0,False,
934,Park Dietz,associate,Author of the article 'Grooming and Seduction',[],0,0,0,False,
935,Francisco Villacis,associate,JPMorgan Private Bank representative,[],0,0,0,False,
936,Melissa Dalton,associate,JPMorgan Private Bank representative,[],0,0,0,False,
937,Jeffrey M. Herman,associate,Attorney for Witness Y. Doe,[],0,0,0,False,
938,Diana Fabi Samson,associate,Additional counsel for Ghislaine Maxwell/Defendant-Appellant,[],0,2,0,False,
939,"William H. Pauley, III",associate,Judge presiding over the case,[],0,0,0,False,
940,Bruce A. Green,associate,Professor and expert witness in Giuffre v. Dershowitz,[],0,1,0,False,
941,Michael Salnick,associate,Attorney representing Janusz Banasiak,[],0,1,0,False,
942,Nathan Siegel,associate,Attorney for ABC News and NBC News,[],0,0,0,False,
943,Abbe David Lowell,associate,Counsel for National Association of Criminal Defense Lawyers (NACDL),[],0,0,0,False,
944,Jeffrey Oestericher,associate,Assistant United States Attorney,[],0,1,0,False,
945,"Jane, Annie, Kate, Carolyn, Virginia, and Melissa",associate,Victims,[],0,0,0,False,
946,Michelle,associate,Individual referenced in Jane's testimony,[],0,0,0,False,
947,DeRosa,associate,Witness or person of interest,[],0,0,0,False,
948,Julie Blackman,associate,expert or consultant hired by Kramer Levin,[],0,0,0,False,
949,Mr. Benhamou,associate,person who provided Westlaw report to Ms. Trzaskoma,[],0,0,0,False,
950,Mr. Kim,associate,Involved in the investigation,[],0,0,0,False,
951,Laura Edelstein,associate,witness called by the government,[],0,0,0,False,
952,MS. McCARTHY,associate,Co-counsel or opposing counsel,[],0,0,0,False,
953,Mark Filip,associate,Deputy Attorney General during the relevant period,[],0,0,0,False,
954,Andrew Oosterbaan,associate,Chief of CEOS during the relevant period,[],0,0,0,False,
955,Bahna,associate,defendant in a Second Circuit case that frames the inquiry into jury division and fair cross-section challenges,[],0,0,0,False,
956,Boustani,associate,defendant in a cited case,[],0,0,0,False,
957,Judge Kaplan,associate,presiding judge in Prince Andrew lawsuit,[],0,0,0,False,
958,Shawn [REDACTED],associate,Plaintiff's ex-boyfriend who transported her to Epstein's house,[],0,0,0,False,
959,Dorothy [REDACTED],associate,Plaintiff's mother who transported her to Epstein's house,[],0,0,0,False,
960,Jeff Holman,associate,Person who made a phone call,[],0,0,0,False,
961,John Barrow,associate,Caller,[],0,0,0,False,
962,Evelyne,associate,Person signing or associated with some of the telephone messages,[],0,0,0,False,
963,David Roth,associate,Recipient of a telephone message,[],0,0,0,False,
964,Derrick,associate,Caller who left a message,[],0,0,0,False,
965,Martha of Colonial Bank,associate,Made a phone call,[],0,0,0,False,
966,Lucian,associate,Person recording or signing off on messages,[],0,0,0,False,
967,Francis Ward,associate,Person who contacted Epstein,[],0,0,0,False,
968,Byron,associate,Person who called Mr. Epstein,[],0,0,0,False,
969,Bryan,associate,Caller who contacted Mr. Epstein,[],0,0,0,False,
970,M. Schanz,associate,Caller who left a message for Epstein,[],0,0,0,False,
971,Ivan Rosh,associate,Caller who left a message for Epstein,[],0,0,0,False,
972,Leslie (NY Office),associate,Caller who left a message for Sarah,[],0,0,0,False,
973,Carla,associate,Person who telephoned Jeffry,[],0,0,0,False,
974,Jerome,associate,Employee or staff member responsible for various tasks,[],0,0,0,False,
975,John,associate,Staff member or assistant involved in household management,[],0,0,0,False,
976,Estate Manager,associate,Person responsible for receiving reports of chipped and broken items,[],0,1,0,False,
977,"Gany, Eric",associate,Mail recipient in New York,[],0,0,0,False,
978,David Rockyn,associate,Pilot,[],0,0,0,False,
979,David R. Rutledge,associate,Pilot,[],0,0,0,False,
980,David Nodgyne,associate,Pilot,[],0,0,0,False,
981,Donald P. Parkyns,associate,Pilot,[],0,0,0,False,
982,Carl Roderfer,associate,Pilot,[],0,0,0,False,
983,David Hodge,associate,Pilot,[],0,0,0,False,
984,David Malekian,associate,Pilot,[],0,0,0,False,
985,Connie Rodgers,associate,Pilot,[],0,0,0,False,
986,David Ledefus,associate,Pilot,[],0,0,0,False,
987,David Pedgeon,associate,Pilot,[],0,0,0,False,
988,David Redeker,associate,Pilot,[],0,0,0,False,
989,Daniel Redefie,associate,Pilot,[],0,0,0,False,
990,Elizabeth (Libit) Johnson,associate,Passenger or special guest,[],0,0,0,False,
991,Jeff Schantz,associate,Passenger/Crew,[],0,0,0,False,
992,Dan,associate,Checkout person for C&I,[],0,0,0,False,
993,Dara,associate,Passenger/Observer,[],0,0,0,False,
994,Alexandra Dixon,associate,Individual listed,[],0,0,0,False,
995,Ian & Tara Maxwell,associate,Individual mentioned in the document,[],0,0,0,False,
996,Abramson,associate,Witness or person of interest,[],0,0,0,False,
997,Adler,associate,Person mentioned in testimony,[],0,0,0,False,
998,Alexander,associate,"Mentioned in the transcript, potentially a person of interest or witness",[],0,0,0,False,
999,Matthew I. Menchel,associate,Managing Assistant United States Attorney,[],0,0,0,False,
1000,Andrew Lourie,associate,Assistant United States Attorney,[],0,0,0,False,
1001,"Sanchez, Carlos",associate,Defense attorney for Jeffrey Epstein,[],0,0,0,False,
1002,"Lilly Ann Sanchez, Esq.",associate,Attorney for Jeffrey Epstein,[],0,0,0,False,
1003,Forensic Psychologist 1,associate,psychologist who conducted Epstein's intake screening,[],0,0,0,False,
1004,Michael Baden,associate,Forensic pathologist mentioned in the article,[],0,1,0,False,
1005,Darrin Howard,associate,"Recipient of the email, likely involved in the Epstein case or related matters",[],0,0,0,False,
1006,Adam Johnson,associate,BOP representative,[],0,0,0,False,
1007,S. Allen Counter,associate,Director of the Harvard Foundation,[],0,0,0,False,
1008,Dr. Benedict H. Gross,associate,Dean of Harvard College and Leverett Professor of Mathematics,[],0,0,0,False,
1009,Richard Epstein,associate,Inmate or individual with a visiting list,[],0,0,0,False,
1010,Plourde Lee,associate,Recipient of the email,[],0,0,0,False,
1011,Charisma Owens,associate,Sender of the email,[],0,0,0,False,
1012,Sacksle,associate,Person making or receiving calls/interactions,[],0,0,0,False,
1013,C. Iali,associate,Visitor to Jeffrey Epstein,[],0,0,0,False,
1014,M. Colon,associate,Visitor,[],0,0,0,False,
1015,Colón,associate,Person interacting with Jeffrey Epstein or DOJ officials,[],0,0,0,False,
1016,Cappelletti,associate,Visitor,[],0,0,0,False,
1017,Sadler,associate,"Visitor, potentially a legal representative or associate",[],0,0,0,False,
1018,"Beaudouin, Robert MD",associate,Prescribing Doctor,[],0,0,0,False,
1019,[redacted] DDS,associate,Dental healthcare provider conducting the examination,[],0,0,0,False,
1020,Bernard Madoff,associate,Convicted financier who asked President Trump to reduce his prison sentence,[],0,0,0,False,
1021,REC OFFICER #2,associate,Records Officer with redacted identity,[],0,0,0,False,
1022,Facilities Assistant,associate,"Observed Epstein's condition on July 6, 2019",[],0,0,0,False,
1023,[redacted] @bop.gov,associate,BOP representative coordinating with USMS and others,[],0,0,0,False,
1024,Tracy Amaladas,associate,"Supervisory Deputy United States Marshal, Southern District of New York",[],0,0,0,False,
1025,M. D. Carvajal,associate,"Assistant Director, CPD",[],0,0,0,False,
1026,[redacted] Ph.D.,associate,Provider/Unit Team member responsible for observing and documenting Epstein's status,[],0,0,0,False,
1027,[redacted] PhD/Chief Psychologist,associate,Psychologist conducting the review,[],0,0,0,False,
1028,Associate Warden of Programs,associate,Oversees programs and receives reports on inconsistencies in inmate assignments,[],0,0,0,False,
1029,L. N'Diaye,associate,Warden,[],0,0,0,False,
1030,NER Regional Director,associate,"Arrived at the institution on August 15, 2019",[],0,0,0,False,
1031,"Skipper-Scott, Shirley V.",associate,Associate Warden notified of the incident,[],0,0,0,False,
1032,Associate Warden,associate,Responsible for housing decisions and maintaining documentation,[],0,0,0,False,
1033,Activities Lieutenant,associate,Responsible for checking Front Lobby log books,[],0,0,0,False,
1034,Executive Staff,associate,Leads training approach and promotes understanding of sex offender dynamics,[],0,0,0,False,
1035,J. A. Keller,associate,"Regional Director, Southeast Region",[],0,0,0,False,
1036,[Redacted] Esq.,associate,The attorney making the request on behalf of Epstein's family,[],0,0,0,False,
1037,"Elissa R. Miller, Psy.D.",associate,"Chief Psychologist, MCC New York",[],0,0,0,False,
1038,Voices,associate,Individual whose health status is being monitored,[],0,0,0,False,
1039,Psy.D.,associate,"Chief Psychologist, MCC New York",[],0,0,0,False,
1040,Bradley T Gross,associate,Forwarding email chain to Hugh Hurwitz,[],0,0,0,False,
1041,Various Correctional Officers (C/O),associate,Observers documenting Epstein's status,[],0,0,0,False,
1042,supervisors at MCC,associate,management personnel at the correctional facility,[],0,0,0,False,
1043,Michael Carroll,associate,Recipient of the email,[],0,0,0,False,
1044,D. Mebane,associate,Case manager at MCC NY,[],0,0,0,False,
1045,Ilan Epstein,associate,Inmate being observed (#76318-054),[],0,0,0,False,
1046,Lieut B.F. Cong,associate,Prison lieutenant inspecting units,[],0,0,0,False,
1047,M/W CONTROL CENTER OFFICER,associate,Morning/Watch control center officer (name redacted),[],0,0,0,False,
1048,E/W CONTROL CENTER OFFICER,associate,Evening/Watch control center officer (name redacted),[],0,0,0,False,
1049,Staff Member Preparing Out Count,associate,Person responsible for preparing the out count form,[],0,0,0,False,
1050,Officer signing off the checks,associate,Correctional Officer responsible for conducting welfare checks,[],0,0,0,False,
1051,Lt. [redacted],associate,Officer who took photographs of the incident scene,[],0,0,0,False,
1052,Crew members,associate,Pilots or crew operating aircraft N722JE,[],0,0,0,False,
1053,Undisclosed Individual,associate,Subject of the TECS II record,[],0,0,0,False,
1054,Megan,associate,Profile owner or primary user,[],0,0,0,False,
1055,Tanmy,associate,"unknown, possibly a person involved in the discussion",[],0,0,0,False,
1056,amy lynn,associate,Myspace contact,[],0,0,0,False,
1057,Kelli,associate,Myspace user and potentially relevant individual,[],0,0,0,False,
1058,5|<y1ER,associate,Myspace user commenting,[],0,0,0,False,
1059,Brad Nowell,associate,"Lead singer of Sublime, deceased musician",[],0,0,0,False,
1060,William Tucker,associate,The person used as a reference for the author's job application,[],0,0,0,False,
1061,lynds,associate,Friend/commenter on Chels-ifer's profile,[],0,0,0,False,
1062,Jesse,associate,Friend or acquaintance of LOveabLe dOrKk,[],0,0,0,False,
1063,Nikki,associate,Friend or close acquaintance of the writer,[],0,0,0,False,
1064,Merda,associate,Participant in the Myspace conversation,[],0,0,0,False,
1065,Chelsey,associate,individual being communicated with by Megan,[],0,0,0,False,
1066,BENHAM OPR/DAVID,associate,Caller/Reporter,[],0,0,0,False,
1067,Gerald Peters,associate,Donor and friend of Richardson,[],0,0,0,False,
1068,Diane Denish,associate,Candidate or political figure receiving donations,[],0,0,0,False,
1069,Ed Romero,associate,Ambassador and consultant making a donation,[],0,0,0,False,
1070,David Steiner,associate,Investor making a donation,[],0,0,0,False,
1071,Garrett Thornburg,associate,Chairman and CEO making a donation,[],0,0,0,False,
1072,John Turner,associate,Oil and gas/real estate professional making a donation,[],0,0,0,False,
1073,Wayne A. Reaud,associate,Attorney making a donation,[],0,0,0,False,
1074,Odis Echols,associate,Albuquerque President,[],0,0,0,False,
1075,Anita De Domenico,associate,Santa Fe Businesswoman,[],0,0,0,False,
1076,Guy Riordan,associate,Albuquerque Banker,[],0,0,0,False,
1077,Daniel D. Villanueva,associate,"Investor from Los Angeles, Calif.",[],0,0,0,False,
1078,Bernard L. Schwartz,associate,CEO,[],0,0,0,False,
1079,Bernard Rapoport,associate,Philanthropist,[],0,0,0,False,
1080,Brian F. Egolf,associate,Oil and gas executive,[],0,0,0,False,
1081,Billy G. Smith,associate,Horseman/taxi service owner,[],0,0,0,False,
1082,Various individuals and organizations,associate,Donors or contributors,[],0,2,0,False,
1083,Edward R. Broida,associate,Retiree and donor,[],0,0,0,False,
1084,Frank Zaitshik,associate,President and donor,[],0,0,0,False,
1085,Antonio Villaraigosa,associate,"Recipient of donations, likely a political candidate",[],0,0,0,False,
1086,Maryon Davies Lewis,associate,Donor/Contributor,[],0,0,0,False,
1087,Oscar S. Wyatt Jr.,associate,Business owner/Donor,[],0,0,0,False,
1088,Nolan H. Brunson,associate,President/Donor,[],0,0,0,False,
1089,EARL IV,associate,Individual communicating via social media,[],0,0,0,False,
1090,Gabrielle,associate,Myspace profile owner,[],0,0,0,False,
1091,Jibby 2j,associate,Sender of a message on Myspace,[],0,0,0,False,
1092,MeLiSsA,associate,Friend or acquaintance of the profile owner,[],0,0,0,False,
1093,Linds,associate,Correspondent and friend,[],0,0,0,False,
1094,Stuart S. Mermelstein,associate,attorney representing a witness,[],0,0,0,False,
1095,Josh,associate,Accompanied the profile owner to the movies,[],0,0,0,False,
1096,imCORE,associate,Myspace user who posted a comment,[],0,0,0,False,
1097,Steve Anthony,associate,Myspace user who posted a comment,[],0,0,0,False,
1098,Britney,associate,Person being kept on hold or considered as an alternative,[],0,0,0,False,
1099,Susan,associate,Myspace user,[],0,0,0,False,
1100,Mike Edmondson,associate,State attorney's spokesman,[],0,0,0,False,
1101,Jack Goldberg,associate,Epstein's attorney,[],0,0,0,False,
1102,Vicky Ward,associate,author of the article,[],0,0,0,False,
1103,Jerry Goldsmith,associate,Contacted Jeffrey Epstein on 05/21/04,[],0,1,0,False,
1104,Tatiana,associate,Recipient of telephone messages,[],0,0,0,False,
1105,Jo Jo,associate,Caller from phone number 917 975 4500,[],0,0,0,False,
1106,Johanna,associate,Caller or person associated with a message for Sarah,[],0,0,0,False,
1107,Ms. George,associate,Caller regarding a letter about investing in Texaco,[],0,0,0,False,
1108,Julia,associate,Sender of a message to Ed,[],0,0,0,False,
1109,Miranda,associate,Made a phone call to JE on 02/08/03,[],0,0,0,False,
1110,Patrick,associate,Caller who left a message for Sarah,[],0,0,0,False,
1111,Brittany,associate,Attempted to contact Sarah,[],0,0,0,False,
1112,Jennie Saunders,associate,Attempted to contact JE,[],0,0,0,False,
1113,Derron,associate,Person who attempted to contact Mr. J.F.,[],0,0,0,False,
1114,Claudia,associate,Representative of Nathan's office,[],0,0,0,False,
1115,Sandra,associate,Caller who left a message for Jeffery,[],0,0,0,False,
1116,Alice,associate,Caller who left a message for Jeffery,[],0,0,0,False,
1117,Mr. Madelson,associate,Person who telephoned,[],0,0,0,False,
1118,Svetlana,associate,Recipient of a call back request,[],0,0,0,False,
1119,Dr. Moskowitz,associate,Medical doctor involved in Glen's care,[],0,1,0,False,
1120,Anna,associate,Person discussed by Natalie regarding castor oil,[],0,0,0,False,
1121,Eric Anderson,associate,Caller who left a message related to a mortgage loan,[],0,0,0,False,
1122,Billy Barou,associate,Commenter on a social media profile,[],0,0,0,False,
1123,Matt,associate,Person who caused injury to the other participant,[],0,0,0,False,
1124,Dr. Beard,associate,Person of interest or relevance,[],0,0,0,False,
1125,Timothy J. Ambrose,associate,Vice President of Institutional Advancement at Interlochen Center for the Arts,[],0,0,0,False,
1126,Harry Beller,associate,"Secretary of AIR GHISLAINIK, INC.",[],0,0,0,False,
1127,Keith E. Rooney,associate,"Notary Public, England & Wales",[],0,0,0,False,
1128,Schoettle/Douglas,associate,Client with multiple transactions,[],0,0,0,False,
1129,Doss/Michael,associate,Frequent client with multiple invoices,[],0,0,0,False,
1130,Hall,associate,Employee under investigation,[],0,0,0,False,
1131,MARTHA VAZQUEZ,associate,United States District Judge,[],0,0,0,False,
1132,Moira Penza,associate,Former federal prosecutor and legal expert,[],0,0,0,False,
1133,Chris Wagner,associate,Likely a flight instructor or supervisor,[],0,0,0,False,
1134,Bhavna,associate,Customer service representative or agent handling the reissue,[],0,0,0,False,
1135,HYPERION AIR INC,associate,Registered Owner,[],0,2,0,False,
1136,JEGE INC,associate,Registered Owner of the aircraft N908JE,[],0,0,0,False,
1137,Gary Johnson,associate,Outgoing Governor,[],0,0,0,False,
1138,Ken Newton,associate,partner with Riviera Gaming Management Inc.,[],0,0,0,False,
1139,Gavin Maloof,associate,member of influential Maloof family and donor to Richardson,[],0,0,0,False,
1140,Anthony Correra,associate,President of Sandia Asset Management and donor,[],0,0,0,False,
1141,Richard L. Fisher,associate,Law Partner and donor,[],0,0,0,False,
1142,Carlos Gallegos Jr.,associate,Santa Fe businessman and donor,[],0,0,0,False,
1143,Gerald Kessler,associate,CEO and donor,[],0,0,0,False,
1144,Edward Garcia,associate,Albuquerque business owner and donor,[],0,0,0,False,
1145,Edmund Healy,associate,"Donor, Real estate",[],0,0,0,False,
1146,Maurine Dickey,associate,"Donor, Owner",[],0,0,0,False,
1147,Tom Worrell,associate,"Donor, Real estate",[],0,0,0,False,
1148,David L. Stone,associate,"Donor, Banker",[],0,0,0,False,
1149,Diana MacArthur,associate,Business owner,[],0,0,0,False,
1150,John M O'Quinn,associate,Attorney,[],0,0,0,False,
1151,Ahmed Assed,associate,Attorney,[],0,0,0,False,
1152,Tom Rutherford,associate,Bernalillo County commissioner and donor,[],0,0,0,False,
1153,Trevor Loy,associate,Managing Partner and donor,[],0,0,0,False,
1154,VinnY,associate,Person interacting with PIMP JUICE on Myspace,[],0,0,0,False,
1155,Shaun Nedwick,associate,Recipient or sender of a message on 8/29/2005,[],0,0,0,False,
1156,IGGY Mandy,associate,Commenter,[],0,0,0,False,
1157,Jeffcy,associate,Recipient of messages,[],0,0,0,False,
1158,Alan Greenspan,associate,Chairman Federal Reserve Board,[],0,0,0,False,
1159,Barry Josephson,celebrity,"Hollywood producer (Bones, Enchanted); extensive post-conviction Epstein emails",['Barry & Jackie Josephson'],0,0,0,True,American
1160,Matt Groening,celebrity,Creator of The Simpsons; named in Giuffre testimony about Epstein flight,['Matthew Abram Groening'],0,0,0,False,American
1161,Diana Ross,celebrity,Legendary singer; appeared in DOJ-released photo from Epstein's home,['Diana Ernestine Earle Ross'],0,0,0,False,American
1162,Cameron Diaz,celebrity,Actress; name-dropped by Epstein per witness testimony; denies any association,['Cameron Michelle Diaz'],0,0,0,False,American
1163,Leonardo DiCaprio,celebrity,"Actor; name-dropped by Epstein in calls and emails, but no confirmed direct contact",['Leonardo Wilhelm DiCaprio'],0,0,0,False,American
1164,Cate Blanchett,celebrity,"Australian actress; name-dropped by Epstein per witness testimony, no actual connection",['Catherine Elise Blanchett'],0,0,0,False,Australian
1165,Tina Brown,celebrity,Former editor of Vanity Fair and The New Yorker; targeted by Epstein for critical coverage,"['Christina Hambley Brown', 'Lady Evans']",0,0,0,False,British-American
1166,Janice Dickinson,celebrity,Supermodel and TV personality; listed in Epstein's black book,['Janice Doreen Dickinson'],0,0,0,True,American
1167,Robert F. Kennedy Jr.,politician,"U.S. HHS Secretary; flew on Epstein's jet, listed in black book","['RFK Jr.', 'Bobby Kennedy']",0,0,0,True,American
1168,John Glenn,politician,Former U.S. Senator and NASA astronaut; appeared in Epstein flight log (deceased),['John Herschel Glenn Jr.'],0,0,0,False,American
1169,Chelsea Clinton,politician,"Vice Chair, Clinton Foundation; Maxwell attended her 2010 wedding","['Chelsea Victoria Clinton', 'Chelsea Clinton Mezvinsky']",0,0,0,False,American
1170,Thorbjorn Jagland,politician,Former Norwegian PM and Nobel Committee Chairman; under corruption investigation for Epstein ties,[],0,0,0,False,Norwegian
1171,Crown Princess Mette-Marit,royalty,"Crown Princess of Norway; 1,000+ mentions in Epstein files, publicly apologized","['Mette-Marit Tjessem Hoiby', 'Mette', 'Kronprinsessen', 'H.K.H. Kronprinsessen', 'HKH Kronprinsessen']",0,1,0,False,Norwegian
1172,Ira Magaziner,politician,CEO of Clinton Health Access Initiative; flew on Epstein's Africa trip,['Ira Charles Magaziner'],0,0,0,True,American
1173,Howard Lutnick,business,U.S. Commerce Secretary; business ties with Epstein through Adfin company,['Howard Wayne Lutnick'],0,0,0,False,American
1174,Steven Tisch,business,Co-owner of NY Giants; 440+ mentions in Epstein DOJ files,"['Steve Tisch', 'Steven Elliot Tisch']",0,0,0,False,American
1175,Eric Schmidt,business,"Former Google CEO; mentioned in 37 DOJ documents, mostly incidental",['Eric Emerson Schmidt'],0,0,0,False,American
1176,Nathan Myhrvold,business,Former Microsoft CTO; black book (12 phones) and flight logs,['Nathan Paul Myhrvold'],0,1,0,True,American
1177,John Paulson,business,Billionaire hedge fund manager; listed in Epstein's second black book,['John Alfred Paulson'],0,0,0,True,American
1178,Kathryn Ruemmler,legal,Former Obama White House Counsel; resigned as Goldman Sachs CLO in Feb 2026 after Epstein ties exposed,"['Kathy Ruemmler', 'Kathryn Haun Ruemmler']",0,0,0,False,American
1179,Peter Attia,academic,"Physician and longevity author; 1,700+ DOJ document mentions, apologized for emails","['Peter Attia, M.D.']",0,0,0,False,American
1180,Dr. Mehmet Oz,celebrity,TV health personality and CMS Administrator; Epstein paid for his travel in 2004,['Mehmet Cengiz Oz'],0,0,0,False,American
1181,Oliver Sacks,academic,Neurologist and bestselling author; attended Epstein's science dinner parties (deceased),['Oliver Wolf Sacks'],0,0,0,True,British-American
1182,Daniel Dennett,academic,Philosopher and cognitive scientist; flew on Epstein's plane to TED (deceased),['Daniel Clement Dennett III'],0,0,0,False,American
1183,Sandy Berger,politician,Former National Security Advisor; called Epstein after search warrant executed (deceased),['Samuel Richard Berger'],0,0,0,False,American
1184,Andres Pastrana,politician,"Former President of Colombia; flew with Epstein, listed in black book",['Andres Pastrana Arango'],0,0,0,True,Colombian
1185,Tim Zagat,business,"Co-founder of Zagat; flew on Epstein's jet, post-conviction dinner contact",[],0,0,0,False,American
1186,Nina Zagat,business,Co-founder of Zagat; flew on Epstein's jet to TED conference,['Nina Safronoff Zagat'],0,0,0,False,American
1187,Forrest Sawyer,celebrity,Former ABC/NBC News anchor; appeared on Epstein flight manifest,['Forest Sawyer'],0,0,0,False,American
1188,Kenneth Lipper,business,"Former NYC Deputy Mayor; flew on Epstein's plane, Harvard philanthropy ties",[],0,0,0,False,American
1189,Katrina vanden Heuvel,celebrity,Editor and publisher of The Nation; listed in Epstein's black book,[],0,0,0,True,American
1190,Eileen Guggenheim,academic,Academic and art world figure; appeared on Epstein flight logs,[],0,0,0,False,American
1191,Warren Spector,business,Former Bear Stearns co-president; named in Epstein flight logs,[],0,0,0,False,American
1192,Brian Mathis,business,Private equity investor; named in Epstein flight logs,[],0,0,0,False,American
1193,Frederic Fekkai,celebrity,Celebrity hairstylist; named in Epstein flight logs,[],0,0,0,False,French-American
1194,Nadia Bjorlin,celebrity,Actress (Days of Our Lives); named in Epstein flight logs,[],0,0,0,False,Swedish-American
1195,Ariane de Rothschild,business,CEO of Edmond de Rothschild Group; $25M business deal with Epstein's company,['Baroness de Rothschild'],0,0,0,False,French
1196,Adam Back,business,Blockstream CEO and Hashcash inventor named in Epstein investment emails,['Andy Back'],0,0,0,False,British
1197,Austin Hill,business,Blockstream co-founder who directly corresponded with Epstein,[],0,0,0,False,Canadian
1198,Amir Taaki,business,Early Bitcoin developer contacted directly by Epstein in 2011,[],0,0,0,False,British-Iranian
1199,Brock Pierce,business,Tether co-founder with extensive documented Epstein contact (2010-2019),[],0,0,0,False,American
1200,Gavin Andresen,business,Bitcoin lead maintainer who declined Epstein's 2011 meeting invitation,[],0,0,0,False,American
1201,Jason Calacanis,business,Tech investor who connected Epstein to Bitcoin developers in 2011,[],0,0,0,False,American
1202,Jeremy Rubin,academic,MIT Bitcoin Club co-founder who pitched Epstein on crypto investments,[],0,0,0,False,American
1203,Bryan Bishop,business,Bitcoin developer who pitched Epstein on designer baby venture in 2018,[],0,0,0,False,American
1204,Deepak Chopra,celebrity,Wellness author who met Epstein 12+ times and exchanged extensive emails,[],0,0,0,False,Indian-American
1205,Josh Harris,business,Apollo co-founder and NFL/NBA owner; business emails with Epstein (2013-2016),['Joshua J. Harris'],0,0,0,False,American
1206,Marc Rowan,business,Apollo CEO who exchanged emails and financial documents with Epstein,[],0,0,0,False,American
1207,Todd Boehly,business,Chelsea FC owner who had two business meetings with Epstein in 2011,[],0,0,0,False,American
1208,John Phelan,politician,U.S. Navy Secretary who flew on Epstein's Boeing 727 in 2006,[],0,0,0,False,American
1209,Martha Stewart,celebrity,Media mogul named in Epstein calendar entries and dinner invitations,[],0,0,0,False,American
1210,Al Seckel,associate,Illusionist who co-organized Epstein's island conference; married to Isabel Maxwell,[],0,0,0,False,American
1211,Michael Saylor,business,MicroStrategy founder mentioned in Epstein-related charity event email,[],0,0,0,False,American
1212,Casey Wasserman,business,LA28 Olympics chairman with documented Maxwell correspondence,[],0,0,0,False,American
1213,Fred Ehrsam,business,Coinbase co-founder who discussed meeting Epstein during 2014 investment,[],0,0,0,False,American
1214,Brad Karp,legal,Paul Weiss chairman who helped Epstein with plea strategy; resigned Feb 2026,['Brad S. Karp'],0,0,0,False,American
1215,Miroslav Lajcak,politician,Slovak national security adviser and ex-UN GA president; resigned over Epstein texts,['Miroslav Lajčák'],0,0,0,False,Slovak
1216,Jack Lang,politician,Former French culture minister; 600+ file mentions; resigned Feb 2026,[],0,0,0,False,French
1217,Caroline Lang,celebrity,French film producer and Jack Lang's daughter; under French investigation,[],0,0,0,False,French
1218,Joanna Rubinstein,other,Swedish UNHCR chair who visited Epstein's island in 2012; resigned Feb 2026,[],0,0,0,False,Swedish
1219,Borge Brende,business,World Economic Forum CEO under investigation for Epstein dinners,['Børge Brende'],0,0,0,False,Norwegian
1220,David A. Ross,other,Former Whitney Museum director; post-conviction Epstein friend; resigned Feb 2026,[],0,0,0,False,American
1221,Hardeep Singh Puri,politician,Indian politician who met Epstein at Manhattan townhouse three times,[],0,0,0,False,Indian
1222,Kevin Rudd,politician,Former Australian PM on Epstein's 2014 meeting schedule,['Kevin Michael Rudd'],0,0,0,False,Australian
1223,Masha Drokova,business,"Russian VC and Epstein's publicist; 1,000+ file mentions","['Maria Drokova', 'Masha Bucher']",0,0,0,False,Russian-American
1224,Mark Zuckerberg,business,Meta CEO who attended 2015 dinner arranged via Epstein's assistant,['Mark Elliot Zuckerberg'],0,1,0,False,American
1225,Dan Ariely,academic,Duke behavioral economist named 636 times in Epstein DOJ files,[],0,0,0,False,Israeli-American
1226,Murray Gell-Mann,academic,"Nobel physicist; longtime Epstein friend, black book, island visitor",[],0,0,0,True,American
1227,Nicholas Negroponte,academic,MIT Media Lab co-founder who recommended accepting Epstein donations,[],0,0,0,False,American
1228,Richard Dawkins,academic,Evolutionary biologist who flew on Epstein's jet to TED in 2002,[],0,0,0,False,British
1229,Stephen Kosslyn,academic,Harvard psych dean who received $200K and sought fellowship for Epstein,[],0,0,0,False,American
1230,Howard Gardner,academic,Harvard education professor who received Epstein funding and maintained post-conviction contact,[],0,0,0,False,American
1231,Nicholas Christakis,academic,Yale sociologist who met Epstein in 2013 and corresponded through 2016,['Nicholas Alexander Christakis'],0,0,0,False,American
1232,David Gelernter,academic,Yale CS professor who called Epstein one of the smartest men he met,['David Hillel Gelernter'],0,0,0,False,American
1233,Corina Tarnita,academic,Princeton ecologist mentioned 344+ times in Epstein DOJ files,['Corina Elena Tarnita'],0,0,0,False,Romanian-American
